ID,X,Y
8478,36.330959545330856,-120.7376728115928
8520,37.30965387351942,-120.79488320151084
8522,34.61927031498003,-118.21541350538212
8524,38.27666718911125,-120.46143112845624
8531,36.111190841846245,-119.53643282959058
8533,33.03190158993643,-115.56138442980216
8536,36.81059476676213,-120.09673011039416
8542,34.42829232535961,-118.54729201839564
8572,35.47982284724584,-115.7029678388927
8585,37.04116877266146,-119.20901593419038
8587,39.22644431562553,-121.45297887901536
8596,39.18761089591317,-121.37767662922803
8625,34.09185846889568,-117.60242555066893
8629,37.42759110266611,-120.64665126225644
8635,38.70975919378901,-122.08657806421436
8636,39.3451791747704,-123.1222348481778
8646,33.03619827886322,-117.01635375816164
8653,38.56761393844192,-122.65442929875516
8665,38.64957703885714,-121.98352818623884
8667,33.759511942491244,-118.07462056385435
8674,39.52186762741008,-122.04925875168703
8681,38.448024701410745,-121.08697613781192
8691,37.43126672121138,-121.8855625909042
8692,39.56303002576612,-121.76884674601722
8700,36.74278180673422,-119.04393491621543
8720,34.44604008244884,-118.53346579609206
8728,38.28917389650319,-122.39690236441568
8729,35.486846851736445,-120.058946079896
8742,40.64246115038539,-121.80500821279124
8743,35.637571578447286,-120.58967608838944
8752,39.67726877425342,-120.34012923038362
8753,38.11088134117721,-121.61369040448572
8758,36.522788360378,-117.22154564941528
8765,40.452601894639926,-120.76399888638612
8819,39.49812873953881,-121.48591528915482
8827,38.86435639640305,-121.28178553829444
8836,34.672875498595275,-120.08366351195468
8891,38.70097285450331,-121.17216046155238
8894,39.371051301890965,-121.4745140423298
8928,38.28446029957424,-122.85367266129391
8938,36.10228128008529,-119.42892727547373
8939,33.774198189997286,-116.94885542385424
8962,32.76264811363073,-117.04682095611597
8970,32.807252730471845,-116.62009818829812
8977,40.107855209111605,-123.89566646792342
8991,32.74091613751075,-116.8028528439086
9008,36.85618397784191,-121.50450225349432
9033,38.78639180454958,-122.17762394679154
9046,37.258006706954994,-120.54229808626552
9065,41.521593315837706,-121.08906948851124
9069,38.45768484049916,-121.10514558627324
9075,37.247865075655874,-119.7124416836949
9078,41.75467772645269,-124.157902825327
9089,39.68412746106951,-122.0045218290556
